BookingID,Order ID,MenuID, Cost,Sales,Quantity
6107,Order_M43_BID_6107,M43,168.27,252.41,3
6108,Order_M43_BID_6108,M43,69.38,104.07,3
6109,Order_M43_BID_6109,M43,190,285,3
6110,Order_M43_BID_6110,M43,52.08,78.12,3
6111,Order_M43_BID_6111,M43,310,465,3
6112,Order_M2_BID_6112,M2,69.38,104.07,2
6113,Order_M2_BID_6113,M2,190,285,2
6114,Order_M2_BID_6114,M2,52.08,78.12,2
6115,Order_M2_BID_6115,M2,310,465,2
6116,Order_M2_BID_6116,M2,91.84,137.76,2
6117,Order_M2_BID_6117,M2,320,480,2
6118,Order_M2_BID_6118,M2,93.13,139.7,2
6119,Order_M2_BID_6119,M2,75,112.5,2
6120,Order_M2_BID_6120,M2,144.09,216.14,2
6121,Order_M2_BID_6121,M2,125,187.5,2
6122,Order_M2_BID_6122,M2,168.27,252.41,2
6123,Order_M2_BID_6123,M2,69.38,104.07,2
6124,Order_M2_BID_6124,M2,190,285,2
6125,Order_M2_BID_6125,M2,52.08,78.12,2
6126,Order_M2_BID_6126,M2,310,465,2
6127,Order_M2_BID_6127,M2,91.84,137.76,2
6128,Order_M2_BID_6128,M2,320,480,2
6129,Order_M2_BID_6129,M2,93.13,139.7,2
6130,Order_M2_BID_6130,M2,75,112.5,2
6131,Order_M2_BID_6131,M2,144.09,216.14,2
6132,Order_M2_BID_6132,M2,125,187.5,2
6133,Order_M64_BID_6133,M64,83.99,125.99,3
6134,Order_M64_BID_6134,M64,225,337.5,3
6135,Order_M64_BID_6135,M64,133.17,199.76,3
6136,Order_M64_BID_6136,M64,210,315,3
6137,Order_M64_BID_6137,M64,44.57,66.86,3
6138,Order_M64_BID_6138,M64,220,330,3
6139,Order_M64_BID_6139,M64,101.6,152.4,3
6140,Order_M64_BID_6140,M64,235,352.5,3
6141,Order_M64_BID_6141,M64,124.62,186.93,3
6142,Order_M64_BID_6142,M64,119.8,179.7,3
6143,Order_M64_BID_6143,M64,98,147,3
6144,Order_M64_BID_6144,M64,83.99,125.99,3
6145,Order_M64_BID_6145,M64,225,337.5,3
6146,Order_M64_BID_6146,M64,133.17,199.76,3
6147,Order_M64_BID_6147,M64,210,315,3
6148,Order_M64_BID_6148,M64,44.57,66.86,3
6149,Order_M64_BID_6149,M64,220,330,3
6150,Order_M64_BID_6150,M64,101.6,152.4,3
6151,Order_M64_BID_6151,M64,235,352.5,3
6152,Order_M64_BID_6152,M64,124.62,186.93,3
6153,Order_M64_BID_6153,M64,119.8,179.7,3
6154,Order_M38_BID_6154,M38,91.84,137.76,3
6155,Order_M38_BID_6155,M38,320,480,3
6156,Order_M38_BID_6156,M38,93.13,139.7,3
6157,Order_M38_BID_6157,M38,75,112.5,3
6158,Order_M38_BID_6158,M38,144.09,216.14,3
6159,Order_M38_BID_6159,M38,125,187.5,3
6160,Order_M38_BID_6160,M38,168.27,252.41,3
6161,Order_M38_BID_6161,M38,69.38,104.07,3
6162,Order_M38_BID_6162,M38,190,285,3
6163,Order_M38_BID_6163,M38,52.08,78.12,3
6164,Order_M38_BID_6164,M38,310,465,3
6165,Order_M38_BID_6165,M38,91.84,137.76,3
6166,Order_M38_BID_6166,M38,320,480,3
6167,Order_M38_BID_6167,M38,93.13,139.7,3
6168,Order_M38_BID_6168,M38,75,112.5,3
6169,Order_M38_BID_6169,M38,144.09,216.14,3
6170,Order_M38_BID_6170,M38,125,187.5,3
6171,Order_M38_BID_6171,M38,168.27,252.41,3
6172,Order_M38_BID_6172,M38,69.38,104.07,3
6173,Order_M38_BID_6173,M38,190,285,3
6174,Order_M38_BID_6174,M38,52.08,78.12,3
6175,Order_M32_BID_6175,M32,144.09,216.14,2
6176,Order_M32_BID_6176,M32,125,187.5,2
6177,Order_M32_BID_6177,M32,168.27,252.41,2
6178,Order_M32_BID_6178,M32,69.38,104.07,2
6179,Order_M32_BID_6179,M32,190,285,2
6180,Order_M32_BID_6180,M32,52.08,78.12,2
6181,Order_M32_BID_6181,M32,310,465,2
6182,Order_M32_BID_6182,M32,91.84,137.76,2
6183,Order_M32_BID_6183,M32,320,480,2
6184,Order_M32_BID_6184,M32,93.13,139.7,2
6185,Order_M32_BID_6185,M32,75,112.5,2
6186,Order_M32_BID_6186,M32,144.09,216.14,2
6187,Order_M32_BID_6187,M32,125,187.5,2
6188,Order_M32_BID_6188,M32,168.27,252.41,2
6189,Order_M32_BID_6189,M32,69.38,104.07,2
6190,Order_M32_BID_6190,M32,190,285,2
6191,Order_M32_BID_6191,M32,52.08,78.12,2
6192,Order_M32_BID_6192,M32,310,465,2
6193,Order_M32_BID_6193,M32,91.84,137.76,2
6194,Order_M32_BID_6194,M32,320,480,2
6195,Order_M32_BID_6195,M32,93.13,139.7,2
6196,Order_M60_BID_6196,M60,98,147,3
6197,Order_M60_BID_6197,M60,83.99,125.99,3
6198,Order_M60_BID_6198,M60,225,337.5,3
6199,Order_M60_BID_6199,M60,133.17,199.76,3
6200,Order_M60_BID_6200,M60,210,315,3
6201,Order_M60_BID_6201,M60,44.57,66.86,3
6202,Order_M60_BID_6202,M60,220,330,3
6203,Order_M60_BID_6203,M60,101.6,152.4,3
6204,Order_M60_BID_6204,M60,235,352.5,3
6205,Order_M60_BID_6205,M60,124.62,186.93,3
6206,Order_M60_BID_6206,M60,119.8,179.7,3
6207,Order_M60_BID_6207,M60,98,147,3
6208,Order_M60_BID_6208,M60,83.99,125.99,3
6209,Order_M60_BID_6209,M60,225,337.5,3
6210,Order_M60_BID_6210,M60,133.17,199.76,3
6211,Order_M60_BID_6211,M60,210,315,3
6212,Order_M60_BID_6212,M60,44.57,66.86,3
6213,Order_M60_BID_6213,M60,220,330,3
6214,Order_M60_BID_6214,M60,101.6,152.4,3
6215,Order_M60_BID_6215,M60,235,352.5,3
6216,Order_M60_BID_6216,M60,124.62,186.93,3
6217,Order_M58_BID_6217,M58,98,147,3
6218,Order_M58_BID_6218,M58,83.99,125.99,3
6219,Order_M58_BID_6219,M58,225,337.5,3
6220,Order_M58_BID_6220,M58,133.17,199.76,3
6221,Order_M58_BID_6221,M58,210,315,3
6222,Order_M58_BID_6222,M58,44.57,66.86,3
6223,Order_M58_BID_6223,M58,220,330,3
6224,Order_M58_BID_6224,M58,101.6,152.4,3
6225,Order_M58_BID_6225,M58,235,352.5,3
6226,Order_M58_BID_6226,M58,124.62,186.93,3
6227,Order_M58_BID_6227,M58,119.8,179.7,3
6228,Order_M58_BID_6228,M58,98,147,3
6229,Order_M58_BID_6229,M58,83.99,125.99,3
6230,Order_M58_BID_6230,M58,225,337.5,3
6231,Order_M58_BID_6231,M58,133.17,199.76,3
6232,Order_M58_BID_6232,M58,210,315,3
6233,Order_M58_BID_6233,M58,44.57,66.86,3
6234,Order_M58_BID_6234,M58,220,330,3
6235,Order_M58_BID_6235,M58,101.6,152.4,3
6236,Order_M58_BID_6236,M58,235,352.5,3
6237,Order_M58_BID_6237,M58,124.62,186.93,3
6238,Order_M11_BID_6238,M11,75,112.5,2
6239,Order_M11_BID_6239,M11,144.09,216.14,2
6240,Order_M11_BID_6240,M11,125,187.5,2
6241,Order_M11_BID_6241,M11,168.27,252.41,2
6242,Order_M11_BID_6242,M11,69.38,104.07,2
6243,Order_M11_BID_6243,M11,190,285,2
6244,Order_M11_BID_6244,M11,52.08,78.12,2
6245,Order_M11_BID_6245,M11,310,465,2
6246,Order_M11_BID_6246,M11,91.84,137.76,2
6247,Order_M11_BID_6247,M11,320,480,2
6248,Order_M11_BID_6248,M11,93.13,139.7,2
6249,Order_M11_BID_6249,M11,75,112.5,2
6250,Order_M11_BID_6250,M11,144.09,216.14,2
6251,Order_M11_BID_6251,M11,125,187.5,2
6252,Order_M11_BID_6252,M11,168.27,252.41,2
6253,Order_M11_BID_6253,M11,69.38,104.07,2
6254,Order_M11_BID_6254,M11,190,285,2
6255,Order_M11_BID_6255,M11,52.08,78.12,2
6256,Order_M11_BID_6256,M11,310,465,2
6257,Order_M11_BID_6257,M11,91.84,137.76,2
6258,Order_M11_BID_6258,M11,320,480,2
6259,Order_M52_BID_6259,M52,98,147,1
6260,Order_M52_BID_6260,M52,83.99,125.99,1
6261,Order_M52_BID_6261,M52,225,337.5,1
6262,Order_M52_BID_6262,M52,133.17,199.76,1
6263,Order_M52_BID_6263,M52,210,315,1
6264,Order_M52_BID_6264,M52,44.57,66.86,1
6265,Order_M52_BID_6265,M52,220,330,1
6266,Order_M52_BID_6266,M52,101.6,152.4,1
6267,Order_M52_BID_6267,M52,235,352.5,1
6268,Order_M52_BID_6268,M52,124.62,186.93,1
6269,Order_M52_BID_6269,M52,119.8,179.7,1
6270,Order_M52_BID_6270,M52,98,147,1
6271,Order_M52_BID_6271,M52,83.99,125.99,1
6272,Order_M52_BID_6272,M52,225,337.5,1
6273,Order_M52_BID_6273,M52,133.17,199.76,1
6274,Order_M52_BID_6274,M52,210,315,1
6275,Order_M52_BID_6275,M52,44.57,66.86,1
6276,Order_M52_BID_6276,M52,220,330,1
6277,Order_M52_BID_6277,M52,101.6,152.4,1
6278,Order_M52_BID_6278,M52,235,352.5,1
6279,Order_M52_BID_6279,M52,124.62,186.93,1
6280,Order_M17_BID_6280,M17,75,112.5,2
6281,Order_M17_BID_6281,M17,144.09,216.14,2
6282,Order_M17_BID_6282,M17,125,187.5,2
6283,Order_M17_BID_6283,M17,168.27,252.41,2
6284,Order_M17_BID_6284,M17,69.38,104.07,2
6285,Order_M17_BID_6285,M17,190,285,2
6286,Order_M17_BID_6286,M17,52.08,78.12,2
6287,Order_M17_BID_6287,M17,310,465,2
6288,Order_M17_BID_6288,M17,91.84,137.76,2
6289,Order_M17_BID_6289,M17,320,480,2
6290,Order_M17_BID_6290,M17,93.13,139.7,2
6291,Order_M17_BID_6291,M17,75,112.5,2
6292,Order_M17_BID_6292,M17,144.09,216.14,2
6293,Order_M17_BID_6293,M17,125,187.5,2
6294,Order_M17_BID_6294,M17,168.27,252.41,2
6295,Order_M17_BID_6295,M17,69.38,104.07,2
6296,Order_M17_BID_6296,M17,190,285,2
6297,Order_M17_BID_6297,M17,52.08,78.12,2
6298,Order_M17_BID_6298,M17,310,465,2
6299,Order_M17_BID_6299,M17,91.84,137.76,2
6300,Order_M17_BID_6300,M17,320,480,2
6301,Order_M66_BID_6301,M66,124.62,186.93,3
6302,Order_M66_BID_6302,M66,119.8,179.7,3
6303,Order_M66_BID_6303,M66,98,147,3
6304,Order_M66_BID_6304,M66,83.99,125.99,3
6305,Order_M66_BID_6305,M66,225,337.5,3
6306,Order_M66_BID_6306,M66,133.17,199.76,3
6307,Order_M66_BID_6307,M66,210,315,3
6308,Order_M66_BID_6308,M66,44.57,66.86,3
6309,Order_M66_BID_6309,M66,220,330,3
6310,Order_M66_BID_6310,M66,101.6,152.4,3
6311,Order_M66_BID_6311,M66,235,352.5,3
6312,Order_M66_BID_6312,M66,124.62,186.93,3
6313,Order_M66_BID_6313,M66,119.8,179.7,3
6314,Order_M66_BID_6314,M66,98,147,3
6315,Order_M66_BID_6315,M66,83.99,125.99,3
6316,Order_M66_BID_6316,M66,225,337.5,3
6317,Order_M66_BID_6317,M66,133.17,199.76,3
6318,Order_M66_BID_6318,M66,210,315,3
6319,Order_M66_BID_6319,M66,44.57,66.86,3
6320,Order_M66_BID_6320,M66,220,330,3
6321,Order_M66_BID_6321,M66,101.6,152.4,3
6322,Order_M35_BID_6322,M35,75,112.5,3
6323,Order_M35_BID_6323,M35,144.09,216.14,3
6324,Order_M35_BID_6324,M35,125,187.5,3
6325,Order_M35_BID_6325,M35,168.27,252.41,3
6326,Order_M35_BID_6326,M35,69.38,104.07,3
6327,Order_M35_BID_6327,M35,190,285,3
6328,Order_M35_BID_6328,M35,52.08,78.12,3
6329,Order_M35_BID_6329,M35,310,465,3
6330,Order_M35_BID_6330,M35,91.84,137.76,3
6331,Order_M35_BID_6331,M35,320,480,3
6332,Order_M35_BID_6332,M35,93.13,139.7,3
6333,Order_M35_BID_6333,M35,75,112.5,3
6334,Order_M35_BID_6334,M35,144.09,216.14,3
6335,Order_M35_BID_6335,M35,125,187.5,3
6336,Order_M35_BID_6336,M35,168.27,252.41,3
6337,Order_M35_BID_6337,M35,69.38,104.07,3
6338,Order_M35_BID_6338,M35,190,285,3
6339,Order_M35_BID_6339,M35,52.08,78.12,3
6340,Order_M35_BID_6340,M35,310,465,3
6341,Order_M35_BID_6341,M35,91.84,137.76,3
6342,Order_M35_BID_6342,M35,320,480,3
6343,Order_M36_BID_6343,M36,93.13,139.7,3
6344,Order_M36_BID_6344,M36,144.09,216.14,2
6345,Order_M36_BID_6345,M36,75,112.5,3
6346,Order_M36_BID_6346,M36,125,187.5,2
6347,Order_M36_BID_6347,M36,144.09,216.14,3
6348,Order_M36_BID_6348,M36,168.27,252.41,2
6349,Order_M36_BID_6349,M36,125,187.5,3
6350,Order_M36_BID_6350,M36,69.38,104.07,2
6351,Order_M36_BID_6351,M36,168.27,252.41,3
6352,Order_M36_BID_6352,M36,190,285,2
6353,Order_M36_BID_6353,M36,69.38,104.07,3
6354,Order_M36_BID_6354,M36,52.08,78.12,2
6355,Order_M36_BID_6355,M36,190,285,3
6356,Order_M36_BID_6356,M36,310,465,2
6357,Order_M36_BID_6357,M36,52.08,78.12,3
6358,Order_M36_BID_6358,M36,91.84,137.76,2
6359,Order_M36_BID_6359,M36,310,465,3
6360,Order_M36_BID_6360,M36,320,480,2
6361,Order_M36_BID_6361,M36,91.84,137.76,3
6362,Order_M36_BID_6362,M36,93.13,139.7,2
6363,Order_M36_BID_6363,M36,320,480,3
6364,Order_M36_BID_6364,M36,75,112.5,2
6365,Order_M36_BID_6365,M36,93.13,139.7,3
6366,Order_M36_BID_6366,M36,144.09,216.14,2
6367,Order_M36_BID_6367,M36,75,112.5,3
6368,Order_M36_BID_6368,M36,125,187.5,2
6369,Order_M36_BID_6369,M36,144.09,216.14,3
6370,Order_M36_BID_6370,M36,168.27,252.41,2
6371,Order_M36_BID_6371,M36,125,187.5,3
6372,Order_M36_BID_6372,M36,69.38,104.07,2
6373,Order_M36_BID_6373,M36,168.27,252.41,3
6374,Order_M36_BID_6374,M36,190,285,2
6375,Order_M36_BID_6375,M36,69.38,104.07,3
6376,Order_M36_BID_6376,M36,52.08,78.12,2
6377,Order_M36_BID_6377,M36,190,285,3
6378,Order_M36_BID_6378,M36,310,465,2
6379,Order_M36_BID_6379,M36,52.08,78.12,3
6380,Order_M36_BID_6380,M36,91.84,137.76,2
6381,Order_M36_BID_6381,M36,310,465,3
6382,Order_M36_BID_6382,M36,320,480,2
6383,Order_M36_BID_6383,M36,91.84,137.76,3
6384,Order_M36_BID_6384,M36,93.13,139.7,2
6385,Order_M18_BID_6385,M18,91.84,137.76,2
6386,Order_M18_BID_6386,M18,320,480,2
6387,Order_M18_BID_6387,M18,93.13,139.7,2
6388,Order_M18_BID_6388,M18,75,112.5,2
6389,Order_M18_BID_6389,M18,144.09,216.14,2
6390,Order_M18_BID_6390,M18,125,187.5,2
6391,Order_M18_BID_6391,M18,168.27,252.41,2
6392,Order_M18_BID_6392,M18,69.38,104.07,2
6393,Order_M18_BID_6393,M18,190,285,2
6394,Order_M18_BID_6394,M18,52.08,78.12,2
6395,Order_M18_BID_6395,M18,310,465,2
6396,Order_M18_BID_6396,M18,91.84,137.76,2
6397,Order_M18_BID_6397,M18,320,480,2
6398,Order_M18_BID_6398,M18,93.13,139.7,2
6399,Order_M18_BID_6399,M18,75,112.5,2
6400,Order_M18_BID_6400,M18,144.09,216.14,2
6401,Order_M18_BID_6401,M18,125,187.5,2
6402,Order_M18_BID_6402,M18,168.27,252.41,2
6403,Order_M18_BID_6403,M18,69.38,104.07,2
6404,Order_M18_BID_6404,M18,190,285,2
6405,Order_M18_BID_6405,M18,52.08,78.12,2
6406,Order_M72_BID_6406,M72,119.8,179.7,3
6407,Order_M72_BID_6407,M72,98,147,3
6408,Order_M72_BID_6408,M72,83.99,125.99,3
6409,Order_M72_BID_6409,M72,225,337.5,3
6410,Order_M72_BID_6410,M72,133.17,199.76,3
6411,Order_M72_BID_6411,M72,210,315,3
6412,Order_M72_BID_6412,M72,44.57,66.86,3
6413,Order_M72_BID_6413,M72,220,330,3
6414,Order_M72_BID_6414,M72,101.6,152.4,3
6415,Order_M72_BID_6415,M72,235,352.5,3
6416,Order_M72_BID_6416,M72,124.62,186.93,3
6417,Order_M72_BID_6417,M72,119.8,179.7,3
6418,Order_M72_BID_6418,M72,98,147,3
6419,Order_M72_BID_6419,M72,83.99,125.99,3
6420,Order_M72_BID_6420,M72,225,337.5,3
6421,Order_M72_BID_6421,M72,133.17,199.76,3
6422,Order_M72_BID_6422,M72,210,315,3
6423,Order_M72_BID_6423,M72,44.57,66.86,3
6424,Order_M72_BID_6424,M72,220,330,3
6425,Order_M72_BID_6425,M72,101.6,152.4,3
6426,Order_M72_BID_6426,M72,235,352.5,3
6427,Order_M8_BID_6427,M8,144.09,216.14,2
6428,Order_M51_BID_6428,M51,220,330,1
6429,Order_M8_BID_6429,M8,125,187.5,2
6430,Order_M51_BID_6430,M51,101.6,152.4,1
6431,Order_M8_BID_6431,M8,168.27,252.41,2
6432,Order_M51_BID_6432,M51,235,352.5,1
6433,Order_M8_BID_6433,M8,69.38,104.07,2
6434,Order_M51_BID_6434,M51,124.62,186.93,1
6435,Order_M8_BID_6435,M8,190,285,2
6436,Order_M51_BID_6436,M51,119.8,179.7,1
6437,Order_M8_BID_6437,M8,52.08,78.12,2
6438,Order_M51_BID_6438,M51,98,147,1
6439,Order_M8_BID_6439,M8,310,465,2
6440,Order_M51_BID_6440,M51,83.99,125.99,1
6441,Order_M8_BID_6441,M8,91.84,137.76,2
6442,Order_M51_BID_6442,M51,225,337.5,1
6443,Order_M8_BID_6443,M8,320,480,2
6444,Order_M51_BID_6444,M51,133.17,199.76,1
6445,Order_M8_BID_6445,M8,93.13,139.7,2
6446,Order_M51_BID_6446,M51,210,315,1
6447,Order_M8_BID_6447,M8,75,112.5,2
6448,Order_M51_BID_6448,M51,44.57,66.86,1
6449,Order_M8_BID_6449,M8,144.09,216.14,2
6450,Order_M51_BID_6450,M51,220,330,1
6451,Order_M8_BID_6451,M8,125,187.5,2
6452,Order_M51_BID_6452,M51,101.6,152.4,1
6453,Order_M8_BID_6453,M8,168.27,252.41,2
6454,Order_M51_BID_6454,M51,235,352.5,1
6455,Order_M8_BID_6455,M8,69.38,104.07,2
6456,Order_M51_BID_6456,M51,124.62,186.93,1
6457,Order_M8_BID_6457,M8,190,285,2
6458,Order_M51_BID_6458,M51,119.8,179.7,1
6459,Order_M8_BID_6459,M8,52.08,78.12,2
6460,Order_M51_BID_6460,M51,98,147,1
6461,Order_M8_BID_6461,M8,310,465,2
6462,Order_M51_BID_6462,M51,83.99,125.99,1
6463,Order_M8_BID_6463,M8,91.84,137.76,2
6464,Order_M51_BID_6464,M51,225,337.5,1
6465,Order_M8_BID_6465,M8,320,480,2
6466,Order_M51_BID_6466,M51,133.17,199.76,1
6467,Order_M8_BID_6467,M8,93.13,139.7,2
6468,Order_M51_BID_6468,M51,210,315,1
6469,Order_M10_BID_6469,M10,69.38,104.07,2
6470,Order_M10_BID_6470,M10,190,285,2
6471,Order_M10_BID_6471,M10,52.08,78.12,2
6472,Order_M10_BID_6472,M10,310,465,2
6473,Order_M10_BID_6473,M10,91.84,137.76,2
6474,Order_M10_BID_6474,M10,320,480,2
6475,Order_M10_BID_6475,M10,93.13,139.7,2
6476,Order_M10_BID_6476,M10,75,112.5,2
6477,Order_M10_BID_6477,M10,144.09,216.14,2
6478,Order_M10_BID_6478,M10,125,187.5,2
6479,Order_M10_BID_6479,M10,168.27,252.41,2
6480,Order_M10_BID_6480,M10,69.38,104.07,2
6481,Order_M10_BID_6481,M10,190,285,2
6482,Order_M10_BID_6482,M10,52.08,78.12,2
6483,Order_M10_BID_6483,M10,310,465,2
6484,Order_M10_BID_6484,M10,91.84,137.76,2
6485,Order_M10_BID_6485,M10,320,480,2
6486,Order_M10_BID_6486,M10,93.13,139.7,2
6487,Order_M10_BID_6487,M10,75,112.5,2
6488,Order_M10_BID_6488,M10,144.09,216.14,2
6489,Order_M10_BID_6489,M10,125,187.5,2
6490,Order_M31_BID_6490,M31,168.27,252.41,2
6491,Order_M31_BID_6491,M31,69.38,104.07,2
6492,Order_M31_BID_6492,M31,190,285,2
6493,Order_M31_BID_6493,M31,52.08,78.12,2
6494,Order_M31_BID_6494,M31,310,465,2
6495,Order_M31_BID_6495,M31,91.84,137.76,2
6496,Order_M31_BID_6496,M31,320,480,2
6497,Order_M31_BID_6497,M31,93.13,139.7,2
6498,Order_M31_BID_6498,M31,75,112.5,2
6499,Order_M31_BID_6499,M31,144.09,216.14,2
6500,Order_M31_BID_6500,M31,125,187.5,2
6501,Order_M31_BID_6501,M31,168.27,252.41,2
6502,Order_M31_BID_6502,M31,69.38,104.07,2
6503,Order_M31_BID_6503,M31,190,285,2
6504,Order_M31_BID_6504,M31,52.08,78.12,2
6505,Order_M31_BID_6505,M31,310,465,2
6506,Order_M31_BID_6506,M31,91.84,137.76,2
6507,Order_M31_BID_6507,M31,320,480,2
6508,Order_M31_BID_6508,M31,93.13,139.7,2
6509,Order_M31_BID_6509,M31,75,112.5,2
6510,Order_M31_BID_6510,M31,144.09,216.14,2
6511,Order_M36_BID_6511,M36,125,187.5,2
6512,Order_M11_BID_6512,M11,52.08,78.12,2
6513,Order_M45_BID_6513,M45,93.13,139.7,2
6514,Order_M36_BID_6514,M36,168.27,252.41,2
6515,Order_M11_BID_6515,M11,310,465,2
6516,Order_M45_BID_6516,M45,75,112.5,2
6517,Order_M36_BID_6517,M36,69.38,104.07,2
6518,Order_M11_BID_6518,M11,91.84,137.76,2
6519,Order_M45_BID_6519,M45,144.09,216.14,2
6520,Order_M36_BID_6520,M36,190,285,2
6521,Order_M11_BID_6521,M11,320,480,2
6522,Order_M45_BID_6522,M45,125,187.5,2
6523,Order_M36_BID_6523,M36,52.08,78.12,2
6524,Order_M11_BID_6524,M11,93.13,139.7,2
6525,Order_M45_BID_6525,M45,168.27,252.41,2
6526,Order_M36_BID_6526,M36,310,465,2
6527,Order_M11_BID_6527,M11,75,112.5,2
6528,Order_M45_BID_6528,M45,69.38,104.07,2
6529,Order_M36_BID_6529,M36,91.84,137.76,2
6530,Order_M11_BID_6530,M11,144.09,216.14,2
6531,Order_M45_BID_6531,M45,190,285,2
6532,Order_M36_BID_6532,M36,320,480,2
6533,Order_M11_BID_6533,M11,125,187.5,2
6534,Order_M45_BID_6534,M45,52.08,78.12,2
6535,Order_M36_BID_6535,M36,93.13,139.7,2
6536,Order_M11_BID_6536,M11,168.27,252.41,2
6537,Order_M45_BID_6537,M45,310,465,2
6538,Order_M36_BID_6538,M36,75,112.5,2
6539,Order_M11_BID_6539,M11,69.38,104.07,2
6540,Order_M45_BID_6540,M45,91.84,137.76,2
6541,Order_M36_BID_6541,M36,144.09,216.14,2
6542,Order_M11_BID_6542,M11,190,285,2
6543,Order_M45_BID_6543,M45,320,480,2
6544,Order_M36_BID_6544,M36,125,187.5,2
6545,Order_M11_BID_6545,M11,52.08,78.12,2
6546,Order_M45_BID_6546,M45,93.13,139.7,2
6547,Order_M36_BID_6547,M36,168.27,252.41,2
6548,Order_M11_BID_6548,M11,310,465,2
6549,Order_M45_BID_6549,M45,75,112.5,2
6550,Order_M36_BID_6550,M36,69.38,104.07,2
6551,Order_M11_BID_6551,M11,91.84,137.76,2
6552,Order_M45_BID_6552,M45,144.09,216.14,2
6553,Order_M36_BID_6553,M36,190,285,2
6554,Order_M11_BID_6554,M11,320,480,2
6555,Order_M45_BID_6555,M45,125,187.5,2
6556,Order_M36_BID_6556,M36,52.08,78.12,2
6557,Order_M11_BID_6557,M11,93.13,139.7,2
6558,Order_M45_BID_6558,M45,168.27,252.41,2
6559,Order_M36_BID_6559,M36,310,465,2
6560,Order_M11_BID_6560,M11,75,112.5,2
6561,Order_M45_BID_6561,M45,69.38,104.07,2
6562,Order_M36_BID_6562,M36,91.84,137.76,2
6563,Order_M11_BID_6563,M11,144.09,216.14,2
6564,Order_M45_BID_6564,M45,190,285,2
6565,Order_M36_BID_6565,M36,320,480,2
6566,Order_M11_BID_6566,M11,125,187.5,2
6567,Order_M45_BID_6567,M45,52.08,78.12,2
6568,Order_M36_BID_6568,M36,93.13,139.7,2
6569,Order_M11_BID_6569,M11,168.27,252.41,2
6570,Order_M45_BID_6570,M45,310,465,2
6571,Order_M36_BID_6571,M36,75,112.5,2
6572,Order_M11_BID_6572,M11,69.38,104.07,2
6573,Order_M45_BID_6573,M45,91.84,137.76,2
6574,Order_M14_BID_6574,M14,144.09,216.14,2
6575,Order_M14_BID_6575,M14,125,187.5,2
6576,Order_M14_BID_6576,M14,168.27,252.41,2
6577,Order_M14_BID_6577,M14,69.38,104.07,2
6578,Order_M14_BID_6578,M14,190,285,2
6579,Order_M14_BID_6579,M14,52.08,78.12,2
6580,Order_M14_BID_6580,M14,310,465,2
6581,Order_M14_BID_6581,M14,91.84,137.76,2
6582,Order_M14_BID_6582,M14,320,480,2
6583,Order_M14_BID_6583,M14,93.13,139.7,2
6584,Order_M14_BID_6584,M14,75,112.5,2
6585,Order_M14_BID_6585,M14,144.09,216.14,2
6586,Order_M14_BID_6586,M14,125,187.5,2
6587,Order_M14_BID_6587,M14,168.27,252.41,2
6588,Order_M14_BID_6588,M14,69.38,104.07,2
6589,Order_M14_BID_6589,M14,190,285,2
6590,Order_M14_BID_6590,M14,52.08,78.12,2
6591,Order_M14_BID_6591,M14,310,465,2
6592,Order_M14_BID_6592,M14,91.84,137.76,2
6593,Order_M14_BID_6593,M14,320,480,2
6594,Order_M14_BID_6594,M14,93.13,139.7,2
6595,Order_M30_BID_6595,M30,235,352.5,1
6596,Order_M71_BID_6596,M71,44.57,66.86,3
6597,Order_M66_BID_6597,M66,83.99,125.99,3
6598,Order_M30_BID_6598,M30,124.62,186.93,1
6599,Order_M71_BID_6599,M71,220,330,3
6600,Order_M66_BID_6600,M66,225,337.5,3
6601,Order_M30_BID_6601,M30,119.8,179.7,1
6602,Order_M71_BID_6602,M71,101.6,152.4,3
6603,Order_M66_BID_6603,M66,133.17,199.76,3
6604,Order_M30_BID_6604,M30,98,147,1
6605,Order_M71_BID_6605,M71,235,352.5,3
6606,Order_M66_BID_6606,M66,210,315,3
6607,Order_M30_BID_6607,M30,83.99,125.99,1
6608,Order_M71_BID_6608,M71,124.62,186.93,3
6609,Order_M66_BID_6609,M66,44.57,66.86,3
6610,Order_M30_BID_6610,M30,225,337.5,1
6611,Order_M71_BID_6611,M71,119.8,179.7,3
6612,Order_M66_BID_6612,M66,220,330,3
6613,Order_M30_BID_6613,M30,133.17,199.76,1
6614,Order_M71_BID_6614,M71,98,147,3
6615,Order_M66_BID_6615,M66,101.6,152.4,3
6616,Order_M30_BID_6616,M30,210,315,1
6617,Order_M71_BID_6617,M71,83.99,125.99,3
6618,Order_M66_BID_6618,M66,235,352.5,3
6619,Order_M30_BID_6619,M30,44.57,66.86,1
6620,Order_M71_BID_6620,M71,225,337.5,3
6621,Order_M66_BID_6621,M66,124.62,186.93,3
6622,Order_M30_BID_6622,M30,220,330,1
6623,Order_M71_BID_6623,M71,133.17,199.76,3
6624,Order_M66_BID_6624,M66,119.8,179.7,3
6625,Order_M30_BID_6625,M30,101.6,152.4,1
6626,Order_M71_BID_6626,M71,210,315,3
6627,Order_M66_BID_6627,M66,98,147,3
6628,Order_M30_BID_6628,M30,235,352.5,1
6629,Order_M71_BID_6629,M71,44.57,66.86,3
6630,Order_M66_BID_6630,M66,83.99,125.99,3
6631,Order_M30_BID_6631,M30,124.62,186.93,1
6632,Order_M71_BID_6632,M71,220,330,3
